"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.29,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,0.29,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.3,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,0.29,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.29,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,0.3,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,0.33,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.32,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.34,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.36,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.37,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.42,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0.56,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,0.57,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,0.57,,
"CHE","Switzerland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2018","2018","PC","Percentage","0","Units",,,0.55,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.65,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.64,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.62,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.51,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,0.5,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.47,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.46,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.46,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.44,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.49,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0.47,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,0.47,,
"USA","United States","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,0.46,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2001","2001","PC","Percentage","0","Units",,,-23.1,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2002","2002","PC","Percentage","0","Units",,,-23.6,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2003","2003","PC","Percentage","0","Units",,,-17.6,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2004","2004","PC","Percentage","0","Units",,,-17.5,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2005","2005","PC","Percentage","0","Units",,,-17.5,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2006","2006","PC","Percentage","0","Units",,,-17.4,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2007","2007","PC","Percentage","0","Units",,,-17.4,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2008","2008","PC","Percentage","0","Units",,,-20.3,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2009","2009","PC","Percentage","0","Units",,,-20.1,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2010","2010","PC","Percentage","0","Units",,,-20.3,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2011","2011","PC","Percentage","0","Units",,,-24.3,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2012","2012","PC","Percentage","0","Units",,,-26.3,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2013","2013","PC","Percentage","0","Units",,,-30.2,,
"GBR","United Kingdom","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2014","2014","PC","Percentage","0","Units",,,-31.6,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2008","2008","PC","Percentage","0","Units",,,16.3,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2009","2009","PC","Percentage","0","Units",,,35.1,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2010","2010","PC","Percentage","0","Units",,,33.5,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2011","2011","PC","Percentage","0","Units",,,33.2,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2012","2012","PC","Percentage","0","Units",,,39.1,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2013","2013","PC","Percentage","0","Units",,,41,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2014","2014","PC","Percentage","0","Units",,,38,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2017","2017","PC","Percentage","0","Units",,,32,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2018","2018","PC","Percentage","0","Units",,,36.5,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2019","2019","PC","Percentage","0","Units",,,38.9,,
"CHE","Switzerland","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2020","2020","PC","Percentage","0","Units",,,37,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2005","2005","PC","Percentage","0","Units",,,43.9,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2006","2006","PC","Percentage","0","Units",,,42.4,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2007","2007","PC","Percentage","0","Units",,,40.9,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2008","2008","PC","Percentage","0","Units",,,46.2,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2009","2009","PC","Percentage","0","Units",,,49.4,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2010","2010","PC","Percentage","0","Units",,,47.9,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2011","2011","PC","Percentage","0","Units",,,51,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2012","2012","PC","Percentage","0","Units",,,50.8,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2013","2013","PC","Percentage","0","Units",,,50.6,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2014","2014","PC","Percentage","0","Units",,,51.9,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2015","2015","PC","Percentage","0","Units",,,52.3,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2016","2016","PC","Percentage","0","Units",,,56.7,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2017","2017","PC","Percentage","0","Units",,,56.3,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2018","2018","PC","Percentage","0","Units",,,57.5,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2019","2019","PC","Percentage","0","Units",,,60.4,,
"FRA","France","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2020","2020","PC","Percentage","0","Units",,,58.1,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2005","2005","PC","Percentage","0","Units",,,83.8,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2010","2010","PC","Percentage","0","Units",,,88.9,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2011","2011","PC","Percentage","0","Units",,,88,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2012","2012","PC","Percentage","0","Units",,,88.9,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2013","2013","PC","Percentage","0","Units",,,89,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2014","2014","PC","Percentage","0","Units",,,89.6,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,89.9,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,90.7,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2017","2017","PC","Percentage","0","Units",,,90.8,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2018","2018","PC","Percentage","0","Units",,,90.9,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2019","2019","PC","Percentage","0","Units",,,90.8,,
"EST","Estonia","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2020","2020","PC","Percentage","0","Units",,,91.3,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2001","2001","PC","Percentage","0","Units",,,-14.6,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2002","2002","PC","Percentage","0","Units",,,-15.5,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2003","2003","PC","Percentage","0","Units",,,-16.3,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2004","2004","PC","Percentage","0","Units",,,-17.4,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2005","2005","PC","Percentage","0","Units",,,-18,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2006","2006","PC","Percentage","0","Units",,,-30,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2007","2007","PC","Percentage","0","Units",,,-31.9,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2008","2008","PC","Percentage","0","Units",,,-30.8,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2009","2009","PC","Percentage","0","Units",,,-30.6,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2010","2010","PC","Percentage","0","Units",,,-31.6,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2011","2011","PC","Percentage","0","Units",,,-33.9,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2012","2012","PC","Percentage","0","Units",,,-33.1,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2013","2013","PC","Percentage","0","Units",,,-32.1,,
"NZL","New Zealand","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2014","2014","PC","Percentage","0","Units",,,-31.7,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2019","2019","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2020","2020","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2021","2021","WEEK","Weeks","0","Units",,,16,,
"ESP","Spain","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2022","2022","WEEK","Weeks","0","Units",,,16,,
"NOR","Norway","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2005","2005","PC","Percentage","0","Units",,,32.7,,
"NOR","Norway","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2010","2010","PC","Percentage","0","Units",,,52.6,,
"NOR","Norway","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2017","2017","PC","Percentage","0","Units",,,56.3,,
"NOR","Norway","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2018","2018","PC","Percentage","0","Units",,,57.3,,
"NOR","Norway","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2019","2019","PC","Percentage","0","Units",,,58,,
"NOR","Norway","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2020","2020","PC","Percentage","0","Units",,,58.3,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,2.39,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,2.95,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,2.86,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,3.35,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,3.64,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,3.54,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,3.29,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,3.36,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,3.45,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,3.54,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,3.31,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,3.22,,
"ISL","Iceland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,3.27,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,159,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,159,,
