"COUNTRY","Country","SEX","Sex","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,22.920092714,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,23.44944031,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,22.765943295,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,23.826103749,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,22.653980971,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,22.907073922,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,23.129552864,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,23.625646748,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,22.461653147,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,20.307431774,,
"SVK","Slovak Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,19.900318104,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2005","2005",,,"0","Units",,,5.7471264368,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,5.0561797753,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2007","2007",,,"0","Units",,,6.5217391304,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2008","2008",,,"0","Units",,,5.6994818653,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2009","2009",,,"0","Units",,,5.0251256281,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,4.4776119403,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2011","2011",,,"0","Units",,,4.4117647059,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2012","2012",,,"0","Units",,,4.7619047619,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2013","2013",,,"0","Units",,,4.6728971963,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,5.0228310502,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2015","2015",,,"0","Units",,,4.0909090909,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2016","2016",,,"0","Units",,,3.5555555556,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2017","2017",,,"0","Units",,,4.329004329,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,4.2372881356,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2019","2019",,,"0","Units",,,3.75,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2020","2020",,,"0","Units",,,4.4897959184,,
"SWE","Sweden","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2021","2021",,,"0","Units",,,4.4,,
"EST","Estonia","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,27.856025039,,
"EST","Estonia","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,27.797833935,,
"EST","Estonia","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,28.339350181,,
"EST","Estonia","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,22.68115942,,
"EST","Estonia","MW","All persons","GWG5","Gender wage gap at median","2019","2019",,,"0","Units",,,23.172045323,,
"EST","Estonia","MW","All persons","GWG5","Gender wage gap at median","2020","2020",,,"0","Units",,,19.601682014,,
"EST","Estonia","MW","All persons","GWG5","Gender wage gap at median","2021","2021",,,"0","Units",,,20.429620558,,
"CHL","Chile","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,5.5555555556,,
"CHL","Chile","MW","All persons","GWG5","Gender wage gap at median","2009","2009",,,"0","Units",,,9.0909090909,,
"CHL","Chile","MW","All persons","GWG5","Gender wage gap at median","2011","2011",,,"0","Units",,,16,,
"CHL","Chile","MW","All persons","GWG5","Gender wage gap at median","2013","2013",,,"0","Units",,,10.666666667,,
"CHL","Chile","MW","All persons","GWG5","Gender wage gap at median","2015","2015",,,"0","Units",,,14.285714286,,
"CHL","Chile","MW","All persons","GWG5","Gender wage gap at median","2017","2017",,,"0","Units",,,12.5,,
"CHL","Chile","MW","All persons","GWG5","Gender wage gap at median","2020","2020",,,"0","Units",,,8.5964583333,,
"CRI","Costa Rica","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,1.0654490107,,
"CRI","Costa Rica","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,5.9829059829,,
"CRI","Costa Rica","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,7.6923076923,,
"CRI","Costa Rica","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,2.1255060729,,
"CRI","Costa Rica","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,6.6666666667,,
"CRI","Costa Rica","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,4.7674418605,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2005","2005",,,"0","Units",,,17.156990367,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,17.107942974,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2007","2007",,,"0","Units",,,20.171149144,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2008","2008",,,"0","Units",,,15.973057493,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2009","2009",,,"0","Units",,,16.385656614,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,15.293296089,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2011","2011",,,"0","Units",,,13.726382882,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2012","2012",,,"0","Units",,,19.797382862,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2013","2013",,,"0","Units",,,15.579034597,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,15.981829445,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2015","2015",,,"0","Units",,,16.161417323,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2016","2016",,,"0","Units",,,13.378248316,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2017","2017",,,"0","Units",,,16.488413547,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,19.4,,
"ISR","Israel","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2019","2019",,,"0","Units",,,16.666666667,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2007","2007",,,"0","Units",,,6.7566673284,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2008","2008",,,"0","Units",,,10.105757932,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2009","2009",,,"0","Units",,,10.072222222,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,12.337662338,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2011","2011",,,"0","Units",,,12.365196078,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2012","2012",,,"0","Units",,,14.459898006,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2013","2013",,,"0","Units",,,13.333333333,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,15,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2015","2015",,,"0","Units",,,14.170040486,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2016","2016",,,"0","Units",,,12.539064007,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2017","2017",,,"0","Units",,,11.087,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,10.233875823,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2019","2019",,,"0","Units",,,8.9376053963,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2020","2020",,,"0","Units",,,2.7459263267,,
"COL","Colombia","MW","All persons","GWG5","Gender wage gap at median","2021","2021",,,"0","Units",,,3.1875670508,,
"ISL","Iceland","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,19.546979866,,
"ISL","Iceland","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,16.8125,,
"ISL","Iceland","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,15.120274914,,
"ISL","Iceland","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,13.017377567,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,22.736666667,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,20.927152318,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,24.025974026,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,25,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,21.95892575,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,21.759259259,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,27.608187135,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,25.148549458,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,24.786324786,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,25,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,22.972972973,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,22.849462366,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,20.99339498,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,21.875,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,20,,
"DEU","Germany","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,22.135416667,,
"NLD","Netherlands","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,23.028673835,,
"NLD","Netherlands","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,22.34322193,,
"NLD","Netherlands","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,20.911435942,,
"NLD","Netherlands","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,13.692946058,,
"NLD","Netherlands","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,7.0012561918,,
"NLD","Netherlands","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,10.60171848,,
"NLD","Netherlands","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,9.2289403767,,
"CYP","Cyprus","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,19.92347636,,
"CYP","Cyprus","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,18.10770751,,
"CYP","Cyprus","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,18.733297702,,
"CYP","Cyprus","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,11.309360417,,
"CYP","Cyprus","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,7.8767517108,,
"CYP","Cyprus","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,7.3004881148,,
"CYP","Cyprus","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,5.4840309409,,
"IRL","Ireland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,22.879804759,,
"IRL","Ireland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,19.551038981,,
"IRL","Ireland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,22.259403025,,
"IRL","Ireland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,20.95444099,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2005","2005",,,"0","Units",,,11.782477341,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,12.827988338,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2007","2007",,,"0","Units",,,13.445378151,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2008","2008",,,"0","Units",,,14.133333333,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2009","2009",,,"0","Units",,,12.99734748,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,10.933333333,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2011","2011",,,"0","Units",,,10.052910053,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2012","2012",,,"0","Units",,,12.303664921,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2013","2013",,,"0","Units",,,10.051546392,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,9.6202531646,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2015","2015",,,"0","Units",,,9.6774193548,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2016","2016",,,"0","Units",,,8.6746987952,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2017","2017",,,"0","Units",,,9.8850574713,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,13.062098501,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2019","2019",,,"0","Units",,,14.72392638,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2020","2020",,,"0","Units",,,10.980392157,,
"USA","United States","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2021","2021",,,"0","Units",,,9.3984962406,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,25.885714286,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,25.92,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,25.3,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,25.736359247,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,25.263640532,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,27.260869565,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,26.160337553,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,24.64,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,26.52745553,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,27.000398915,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,24.776453055,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,23.513461409,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,21.908678571,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,19.993045897,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,23.3,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,18.338333333,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,23.312883436,,
"AUS","Australia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2022","2022",,,"0","Units",,,23.205423765,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,19.975457014,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,19.215255202,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,18.985968905,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,18.616309688,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,17.454535298,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,17.623397319,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,16.382869423,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,16.709672941,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,15.891519704,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,14.797139495,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,14.196956012,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,13.501160004,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,12.773409269,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,12.102688197,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,11.962791436,,
"DNK","Denmark","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,11.36375845,,
"ROU","Romania","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,8.3969465649,,
"ROU","Romania","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,9.6317280453,,
"ROU","Romania","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,1.5463917526,,
"ROU","Romania","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,3.4965034965,,
"ROU","Romania","MW","All persons","GWG5","Gender wage gap at median","2019","2019",,,"0","Units",,,5.8553973107,,
"ROU","Romania","MW","All persons","GWG5","Gender wage gap at median","2020","2020",,,"0","Units",,,3.3041813915,,
"ROU","Romania","MW","All persons","GWG5","Gender wage gap at median","2021","2021",,,"0","Units",,,5.7554987545,,
"LTU","Lithuania","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,16.818181818,,
"LTU","Lithuania","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,10.642570281,,
"LTU","Lithuania","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,12.479740681,,
"LTU","Lithuania","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,11.689814815,,
"LTU","Lithuania","MW","All persons","GWG5","Gender wage gap at median","2019","2019",,,"0","Units",,,14.07101369,,
"LTU","Lithuania","MW","All persons","GWG5","Gender wage gap at median","2020","2020",,,"0","Units",,,9.3279890493,,
"LTU","Lithuania","MW","All persons","GWG5","Gender wage gap at median","2021","2021",,,"0","Units",,,9.0209257793,,
"NLD","Netherlands","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,16.195372751,,
"NLD","Netherlands","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,15.963694608,,
"NLD","Netherlands","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,11.60164271,,
"NLD","Netherlands","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,9.7336561743,,
"NLD","Netherlands","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2019","2019",,,"0","Units",,,5.5217345519,,
"NLD","Netherlands","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2020","2020",,,"0","Units",,,6.5456446054,,
"NLD","Netherlands","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2021","2021",,,"0","Units",,,6.9682318419,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,24.683911474,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,24.712023818,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,24.687069019,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,25.441362161,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,23.935951358,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,24.453156155,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,25.54898019,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,24.802220377,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,24.832070272,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,24.913407113,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,24.654888487,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,23.802374509,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,23.843861521,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,23.154207604,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,22.213370722,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,19.485828488,,
"CZE","Czech Republic","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,17.666119416,,
"FRA","France","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,4.6558704453,,
"FRA","France","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,5.9278350515,,
"FRA","France","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,8.0473372781,,
"FRA","France","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,8.2128397918,,
"FRA","France","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2019","2019",,,"0","Units",,,2.9415141973,,
"FRA","France","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2020","2020",,,"0","Units",,,11.452469786,,
"FRA","France","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2021","2021",,,"0","Units",,,12.67389969,,
"ITA","Italy","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,22.842920354,,
"ITA","Italy","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,19.514713474,,
"ITA","Italy","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,23.71559633,,
"ITA","Italy","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,22.257053292,,
"ITA","Italy","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,24.432004777,,
"ITA","Italy","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,22.680935371,,
"AUS","Australia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2005","2005",,,"0","Units",,,2,,
"AUS","Australia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,9.0909090909,,
"AUS","Australia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2007","2007",,,"0","Units",,,7.8947368421,,
"AUS","Australia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2008","2008",,,"0","Units",,,8.3333333333,,
"AUS","Australia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2009","2009",,,"0","Units",,,8.4126984127,,
"AUS","Australia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,5.5118110236,,
